local_id_attribute	symbol	geneid
15439_216067_at	NA	NA
15440_216068_at	NA	NA
15441_216069_at	NA	NA
15442_216070_at	NA	NA
15443_216071_x_at	MED12	9968
15444_216072_at	NA	NA
15445_216073_at	ANKRD34C	390616
15446_216074_x_at	WWC1	23286
15447_216075_at	ST3GAL5	8869
15448_216076_at	L3MBTL	26013
15449_216077_s_at	L3MBTL	26013
15450_216078_at	NA	NA
15451_216079_at	EPM2A	7957
15452_216080_s_at	FADS3	3995
15453_216081_at	LAMA4	3910
15454_216082_at	NEU3	10825
15455_216083_s_at	NEU3	10825
15456_216084_at	C9orf144	389715
15457_216085_at	DKFZP434C153	26105
15458_216086_at	SV2C	22987
15459_216087_at	NA	NA
15460_216088_s_at	PSMA7	5688
15461_216089_at	MCFD2	90411
15462_216090_x_at	NA	NA
15463_216091_s_at	BTRC	8945
15464_216092_s_at	SLC7A8	23428
15465_216093_at	NA	NA
15466_216094_at	NA	NA
15467_216095_x_at	MTMR1	8776
15468_216096_s_at	NRXN1	9378
15469_216097_at	NA	NA
15470_216098_s_at	NA	NA
15471_216099_at	HTR7P	93164
15472_216100_s_at	TOR1AIP1	26092
15473_216101_at	LOC440248	440248
15474_216102_at	PHLDB1	23187
15475_216103_at	ACOT11	26027
15476_216104_at	NA	NA
15477_216105_x_at	PPP2R4	5524
15478_216106_at	LOC145678	145678
15479_216107_at	LOC100129503	100129503
15480_216108_at	NA	NA
15481_216109_at	MED13L	23389
15482_216110_x_at	NA	NA
15483_216111_x_at	PMS2L3	5387
15484_216112_at	NA	NA
15485_216113_at	ABI2	10152
15486_216114_at	NCKIPSD	51517
15487_216115_at	NF1	4763
15488_216116_at	NCKIPSD	51517
15489_216117_at	EXOSC2	23404
15490_216118_at	NA	NA
15491_216119_s_at	SPEF1	25876
15492_216120_s_at	ATP2B2	491
15493_216121_at	NA	NA
15494_216122_at	NA	NA
15495_216123_x_at	NA	NA
15496_216124_at	NA	NA
15497_216125_s_at	RANBP9	10048
15498_216126_at	LOC284440	284440
15499_216127_at	PDIA2	64714
15500_216128_at	TBCD	6904
15501_216129_at	ATP9A	10079
15502_216130_at	NA	NA
15503_216131_at	FRMD4B	23150
15504_216132_at	NA	NA
15505_216133_at	TRD@	6964
15506_216134_at	FRMD4B	23150
15507_216135_at	IQCK	124152
15508_216136_at	NA	NA
15509_216137_s_at	MAPK8IP3	23162
15510_216138_at	NA	NA
15511_216139_s_at	MAPK8IP3	23162
15512_216140_at	NA	NA
15513_216141_at	NA	NA
15514_216142_at	NA	NA
15515_216143_at	NA	NA
15516_216144_at	NA	NA
15517_216145_at	NA	NA
15518_216146_at	NA	NA
15519_216147_at	NA	NA
15520_216148_at	NA	NA
15521_216149_at	LRRC37B2	147172
15522_216150_at	NA	NA
15523_216151_at	NA	NA
15524_216152_at	NA	NA
15525_216153_x_at	RECK	8434
15526_216154_at	NA	NA
15527_216155_at	NA	NA
15528_216156_at	RECK	8434
15529_216157_at	NA	NA
15530_216158_at	NA	NA
15531_216159_s_at	NA	NA
15532_216160_at	NA	NA
15533_216161_at	SBNO1	55206
15534_216162_at	SBNO1	55206
15535_216163_at	NA	NA
15536_216164_at	LRRN2	10446
15537_216165_at	GARNL3	84253
15538_216166_at	NA	NA
15539_216167_at	LRRN2	10446
15540_216168_at	NA	NA
15541_216169_at	NA	NA
15542_216170_at	NA	NA
15543_216171_at	NA	NA
15544_216172_at	NA	NA
15545_216173_at	NA	NA
15546_216174_at	HCRP1	387535
15547_216175_at	NA	NA
15548_216176_at	HCRP1	387535
15549_216177_at	NA	NA
15550_216178_x_at	ITGB1	3688
15551_216179_x_at	NA	NA
15552_216180_s_at	SYNJ2	8871
15553_216181_at	SYNJ2	8871
15554_216182_at	SYNJ2	8871
15555_216183_at	TGM2	7052
15556_216184_s_at	RIMS1	22999
15557_216185_at	FUT9	10690
15558_216186_at	NA	NA
15559_216187_x_at	NA	NA
15560_216188_at	MYCNOS	10408
15561_216189_at	LOC100289109	100289109
15562_216190_x_at	ITGB1	3688
15563_216191_s_at	NA	NA
15564_216192_at	FABP7	2173
15565_216193_at	NA	NA
15566_216194_s_at	TBCB	1155
15567_216195_at	ANK2	287
15568_216196_at	NA	NA
15569_216197_at	ATF7IP	55729
15570_216198_at	ATF7IP	55729
15571_216199_s_at	MAP3K4	4216
15572_216200_at	PLEKHM1	9842
15573_216201_at	NA	NA
15574_216202_s_at	SPTLC2	9517
15575_216203_at	SPTLC2	9517
15576_216204_at	COMT	1312
15577_216205_s_at	MFN2	9927
15578_216206_x_at	MAP2K7	5609
15579_216207_x_at	NA	NA
15580_216208_s_at	NA	NA
15581_216209_at	LOC400084	400084
15582_216210_x_at	TRIOBP	11078
15583_216211_at	NA	NA
15584_216212_s_at	DKC1	1736
15585_216213_at	NEK1	4750
15586_216214_at	NA	NA
15587_216215_s_at	RBM9	23543
15588_216216_at	SLIT3	6586
15589_216217_at	PLCL2	23228
15590_216218_s_at	PLCL2	23228
15591_216219_at	AQP6	363
15592_216220_s_at	ADORA1	134
15593_216221_s_at	PUM2	23369
15594_216222_s_at	MYO10	4651
15595_216223_at	CPN2	1370
15596_216224_s_at	HDAC6	10013
15597_216225_at	NA	NA
15598_216226_at	TAF4B	6875
15599_216227_at	HCG2P7	80867
15600_216228_s_at	WDHD1	11169
15601_216229_x_at	HCG2P7	80867
15602_216230_x_at	SMPD1	6609
15603_216231_s_at	B2M	567
15604_216232_s_at	GCN1L1	10985
15605_216233_at	CD163	9332
15606_216234_s_at	PRKACA	5566
15607_216235_s_at	EDNRA	1909
15608_216236_s_at	NA	NA
15609_216237_s_at	MCM5	4174
15610_216238_s_at	FGB	2244
15611_216239_at	BBS9	27241
15612_216240_at	PVT1	5820
15613_216241_s_at	TCEA1	6917
15614_216242_x_at	NA	NA
15615_216243_s_at	IL1RN	3557
15616_216244_at	IL1RN	3557
15617_216245_at	IL1RN	3557
15618_216246_at	NA	NA
15619_216247_at	NA	NA
15620_216248_s_at	NR4A2	4929
15621_216249_at	PVT1	5820
15622_216250_s_at	LPXN	9404
15623_216251_s_at	TTLL12	23170
15624_216252_x_at	FAS	355
15625_216253_s_at	PARVB	29780
15626_216254_at	PARVB	29780
15627_216255_s_at	GRM8	2918
15628_216256_at	GRM8	2918
15629_216257_at	SERPINB13	5275
15630_216258_s_at	SERPINB13	5275
15631_216259_at	NA	NA
15632_216260_at	DICER1	23405
15633_216261_at	ITGB3	3690
15634_216262_s_at	TGIF2	60436
15635_216263_s_at	NGDN	25983
15636_216264_s_at	LAMB2	3913
15637_216265_x_at	MYH7	4625
15638_216266_s_at	ARFGEF1	10565
15639_216267_s_at	TMEM115	11070
15640_216268_s_at	JAG1	182
15641_216269_s_at	ELN	2006
15642_216270_at	NA	NA
15643_216271_x_at	SYDE1	85360
15644_216272_x_at	SYDE1	85360
15645_216273_at	ZNF460	10794
15646_216274_s_at	SEC11A	23478
15647_216275_at	BUB1	699
15648_216276_s_at	ADAM3A	1587
15649_216277_at	BUB1	699
15650_216278_at	NA	NA
15651_216279_at	ZNF460	10794
15652_216280_s_at	DICER1	23405
15653_216281_at	DICER1	23405
15654_216282_x_at	NA	NA
15655_216283_s_at	PVR	5817
15656_216284_at	NA	NA
15657_216285_at	DGCR14	8220
15658_216286_at	NA	NA
15659_216287_at	NA	NA
15660_216288_at	CYSLTR1	10800
15661_216289_at	GPR144	347088
15662_216290_x_at	NA	NA
15663_216291_at	ZNF440	126070
15664_216292_at	NA	NA
15665_216293_at	CLTA	1211
15666_216294_s_at	KIAA1109	84162
15667_216295_s_at	CLTA	1211
15668_216296_at	CLTA	1211
15669_216297_at	NA	NA
15670_216298_at	NA	NA
15671_216299_s_at	XRCC3	7517
15672_216300_x_at	RARA	5914
15673_216301_at	LOC100293713	100293713
15674_216302_at	NA	NA
15675_216303_s_at	MTMR1	8776
15676_216304_x_at	YME1L1	10730
15677_216305_s_at	C2orf3	6936
15678_216306_x_at	PTBP1	5725
15679_216307_at	DGKB	1607
15680_216308_x_at	GRHPR	9380
15681_216309_x_at	JRK	8629
15682_216310_at	TAOK1	57551
15683_216311_at	LOC728361	728361
15684_216312_at	ATP2B3	492
15685_216313_at	PCDHB17	54661
15686_216314_at	CRISP1	167
15687_216315_x_at	NA	NA
15688_216316_x_at	NA	NA
15689_216317_x_at	RHCE	6006
15690_216318_at	NA	NA
15691_216319_at	NA	NA
15692_216320_x_at	MST1	4485
15693_216321_s_at	NR3C1	2908
15694_216322_at	CD58	965
15695_216323_x_at	TUBA3D	113457
15696_216324_at	NA	NA
15697_216325_x_at	RTEL1	51750
15698_216326_s_at	HDAC3	8841
15699_216327_s_at	SIGLEC8	27181
15700_216328_at	SIGLEC8	27181
15701_216329_at	NA	NA
15702_216330_s_at	POU6F1	5463
15703_216331_at	ITGA7	3679
15704_216332_at	POU6F1	5463
15705_216333_x_at	NA	NA
15706_216334_s_at	CYP2A7P1	1550
15707_216336_x_at	NA	NA
15708_216337_at	NA	NA
15709_216338_s_at	YIPF3	25844
15710_216339_s_at	NA	NA
15711_216340_s_at	CYP2A7P1	1550
15712_216341_s_at	GNRHR	2798
15713_216342_x_at	RPS4X	6191
15714_216343_at	PCDHGA3	56112
15715_216344_at	NPHP4	261734
15716_216345_at	KIAA0913	23053
15717_216346_at	SEC14L3	266629
15718_216347_s_at	PPP1R13B	23368
15719_216348_at	RPS17P5	442216
15720_216349_at	FH	2271
15721_216350_s_at	ZNF10	7556
15722_216351_x_at	NA	NA
15723_216352_x_at	PCDHGA3	56112
15724_216353_s_at	NA	NA
15725_216354_at	NA	NA
15726_216355_at	PCDHB17	54661
15727_216356_x_at	BAIAP3	8938
15728_216357_at	SNX1	6642
15729_216358_at	NA	NA
15730_216359_at	NA	NA
15731_216360_x_at	RRP12	23223
15732_216361_s_at	MYST3	7994
15733_216362_at	NA	NA
15734_216363_at	NA	NA
15735_216364_s_at	AFF2	2334
15736_216365_x_at	NA	NA
15737_216366_x_at	NA	NA
15738_216367_at	COL4A3	1285
15739_216368_s_at	COL4A3	1285
15740_216369_at	NA	NA
15741_216370_s_at	TKTL1	8277
15742_216371_at	NA	NA
15743_216372_at	NA	NA
15744_216373_at	TAPT1	202018
15745_216374_at	NA	NA
15746_216375_s_at	ETV5	2119
15747_216376_x_at	NA	NA
15748_216377_x_at	ALPPL2	251
15749_216378_at	NA	NA
15750_216379_x_at	CD24	100133941
15751_216380_x_at	NA	NA
15752_216381_x_at	AKR7A3	22977
15753_216382_s_at	MLL2	8085
15754_216383_at	NA	NA
15755_216384_x_at	NA	NA
15756_216385_at	NA	NA
15757_216386_at	LOC220077	220077
15758_216387_x_at	LOC399804	399804
15759_216388_s_at	LTB4R	1241
15760_216389_s_at	DCAF11	80344
15761_216390_at	LCAT	3931
15762_216391_s_at	NA	NA
15763_216392_s_at	SEC23IP	11196
15764_216393_at	C10orf12	26148
15765_216394_x_at	NA	NA
15766_216395_at	FBXL18	80028
15767_216396_s_at	EI24	9538
15768_216397_s_at	NA	NA
15769_216398_at	GYPB	2994
15770_216399_s_at	SCAPER	49855
15771_216400_at	NA	NA
15772_216401_x_at	NA	NA
15773_216402_at	SEC14L4	284904
15774_216403_at	SP3P	160824
15775_216404_at	ATXN8OS	6315
15776_216405_at	NA	NA
15777_216406_at	NA	NA
15778_216407_at	VAC14	55697
15779_216408_at	OR2B2	81697
15780_216409_at	ACSL6	23305
15781_216410_at	NA	NA
15782_216411_s_at	NA	NA
15783_216412_x_at	NA	NA
15784_216413_at	NA	NA
15785_216414_at	NA	NA
15786_216415_at	DNAH3	55567
15787_216416_at	NA	NA
15788_216417_x_at	HOXB9	3219
15789_216418_at	ABCD1	215
15790_216419_at	CROCC	9696
15791_216420_at	NA	NA
15792_216421_at	NA	NA
15793_216422_at	NA	NA
15794_216423_at	NA	NA
15795_216424_at	CD4	920
15796_216425_at	NA	NA
15797_216426_at	TCEB1	6921
15798_216427_at	NA	NA
15799_216428_x_at	KIR3DX1	90011
15800_216429_at	NA	NA
15801_216430_x_at	NA	NA
15802_216431_at	NA	NA
15803_216432_at	SLC28A2	9153
15804_216433_s_at	PRDM2	7799
15805_216434_at	TTC38	55020
15806_216435_at	MAP2K5	5607
15807_216436_at	PIK3R4	30849
15808_216437_at	NA	NA
15809_216438_s_at	NA	NA
15810_216439_at	TNK2	10188
15811_216440_at	ERC1	23085
15812_216441_at	NA	NA
15813_216442_x_at	FN1	2335
15814_216443_at	NA	NA
15815_216444_at	NA	NA
15816_216445_at	PRDM2	7799
15817_216446_at	NA	NA
15818_216447_at	NA	NA
15819_216448_at	NA	NA
15820_216449_x_at	HSP90B1	7184
15821_216450_x_at	HSP90B1	7184
15822_216451_at	STK38	11329
15823_216452_at	TRPM3	80036
15824_216453_at	ZNF287	57336
15825_216454_at	TRMT1	55621
15826_216455_at	FLJ00049	645372
15827_216456_at	NA	NA
15828_216457_s_at	SF3A1	10291
15829_216458_at	PQLC3	130814
15830_216459_x_at	TIGD1L	414771
15831_216460_at	FLJ00049	645372
15832_216461_at	NA	NA
15833_216462_at	NA	NA
15834_216463_at	NA	NA
15835_216464_x_at	GPR44	11251
15836_216465_at	NA	NA
15837_216466_at	NAV3	89795
15838_216467_s_at	NA	NA
15839_216468_s_at	ZNF682	91120
15840_216469_at	LOC100288765	100288765
15841_216470_x_at	NA	NA
15842_216471_x_at	SSX2	6757
15843_216472_at	NA	NA
15844_216473_x_at	NA	NA
15845_216474_x_at	NA	NA
15846_216475_at	NA	NA
15847_216476_at	NA	NA
15848_216477_at	NA	NA
15849_216478_at	NA	NA
15850_216479_at	NA	NA
15851_216480_x_at	MLLT10	8028
15852_216481_at	GRIP2	80852
15853_216482_x_at	ZNF79	7633
15854_216483_s_at	C19orf10	56005
15855_216484_x_at	HDGF	3068
15856_216485_s_at	TPSAB1	7177
15857_216486_x_at	ZNF79	7633
15858_216487_at	NA	NA
15859_216488_s_at	ATP11A	23250
15860_216489_at	TRPM3	80036
15861_216490_x_at	NA	NA
15862_216491_x_at	IGHM	3507
15863_216492_at	KIR3DX1	90011
15864_216493_s_at	IGF2BP3	10643
15865_216494_at	IGF2BP3	10643
15866_216495_x_at	IVD	3712
15867_216496_s_at	NA	NA
15868_216497_at	NA	NA
15869_216498_at	NA	NA
15870_216499_at	NA	NA
15871_216500_at	NA	NA
15872_216501_at	VAC14	55697
15873_216502_at	ISG20L2	81875
15874_216503_s_at	MLLT10	8028
15875_216504_s_at	SLC39A8	64116
15876_216505_x_at	RPS10P5	93144
15877_216506_x_at	MLLT10	8028
15878_216507_at	TAPT1	202018
15879_216508_x_at	NA	NA
15880_216509_x_at	MLLT10	8028
15881_216510_x_at	NA	NA
15882_216511_s_at	TCF7L2	6934
15883_216512_s_at	DCT	1638
15884_216513_at	DCT	1638
15885_216514_at	NA	NA
15886_216515_x_at	PTMA	5757
15887_216516_at	NA	NA
15888_216517_at	NA	NA
15889_216518_at	NA	NA
15890_216519_s_at	PROSC	11212
15891_216520_s_at	TPT1	7178
15892_216521_s_at	BRCC3	79184
15893_216522_at	OR2B6	26212
15894_216524_x_at	NA	NA
15895_216525_x_at	PMS2L3	5387
15896_216526_x_at	HLA-C	3107
15897_216527_at	NA	NA
15898_216528_at	NA	NA
15899_216529_at	NA	NA
15900_216530_at	NA	NA
15901_216531_at	YY2	404281
15902_216532_x_at	GLRX3	10539
15903_216533_at	PCCA	5095
15904_216534_at	NA	NA
15905_216535_at	NA	NA
15906_216536_at	OR7E19P	26651
15907_216537_s_at	SIGLEC7	27036
15908_216538_at	NA	NA
15909_216539_at	ATXN3L	92552
15910_216540_at	TRD@	6964
15911_216541_x_at	NA	NA
15912_216542_x_at	NA	NA
15913_216543_at	NA	NA
15914_216544_at	RBMY2FP	159162
15915_216545_at	NA	NA
15916_216546_s_at	CHI3L1	1116
15917_216547_at	NA	NA
15918_216548_x_at	HMGB3L1	128872
15919_216549_s_at	TBC1D22B	55633
15920_216550_x_at	ANKRD12	23253
15921_216551_x_at	PLCG1	5335
15922_216552_x_at	NA	NA
15923_216553_x_at	NA	NA
15924_216554_s_at	NA	NA
15925_216555_at	C22orf30	253143
15926_216556_x_at	NA	NA
15927_216557_x_at	NA	NA
15928_216558_x_at	NA	NA
15929_216559_x_at	NA	NA
15930_216560_x_at	IGL@	3535
15931_216561_x_at	SOX5	6660
15932_216562_at	NA	NA
15933_216563_at	ANKRD12	23253
15934_216564_at	NA	NA
15935_216565_x_at	NA	NA
15936_216566_at	NA	NA
15937_216567_at	NA	NA
15938_216568_x_at	NA	NA
15939_216569_at	NA	NA
15940_216570_x_at	RPL29	6159
15941_216571_at	LOC100289791	100289791
15942_216572_at	FOXL1	2300
15943_216573_at	NA	NA
15944_216574_s_at	NA	NA
15945_216575_at	NA	NA
15946_216576_x_at	NA	NA
15947_216577_at	NA	NA
15948_216578_at	NA	NA
15949_216579_at	GJB4	127534
15950_216580_at	RPL7	6129
15951_216581_at	NA	NA
15952_216582_at	POM121L2	94026
15953_216583_x_at	NHP2	55651
15954_216584_at	NA	NA
15955_216585_at	NA	NA
15956_216586_at	NA	NA
15957_216587_s_at	FZD8	8325
15958_216588_at	RPL7	6129
15959_216589_at	LOC390998	390998
15960_216590_at	GNAT3	346562
15961_216591_s_at	SDHC	6391
15962_216592_at	MAGEC3	139081
15963_216593_s_at	NA	NA
15964_216594_x_at	AKR1C1	1645
15965_216595_at	FAM186A	121006
15966_216596_at	DKFZP434L187	26082
15967_216597_at	NA	NA
15968_216598_s_at	CCL2	6347
15969_216599_x_at	SLC22A6	9356
15970_216600_x_at	ALDOB	229
15971_216601_at	LOC90586	90586
15972_216602_s_at	FARSA	2193
15973_216603_at	SLC7A8	23428
15974_216604_s_at	SLC7A8	23428
15975_216605_s_at	CEACAM21	90273
15976_216606_x_at	LYPLA2P1	653639
15977_216607_s_at	CYP51A1	1595
15978_216608_at	LOC26102	26102
15979_216609_at	TXN	7295
15980_216610_at	SLC6A2	6530
15981_216611_s_at	SLC6A2	6530
15982_216612_x_at	NA	NA
15983_216613_at	NA	NA
15984_216614_at	NA	NA
15985_216615_s_at	HTR3A	3359
15986_216616_at	NA	NA
15987_216617_s_at	MAG	4099
15988_216618_at	NA	NA
15989_216619_at	GTPBP10	85865
15990_216620_s_at	ARHGEF10	9639
15991_216621_at	NA	NA
15992_216622_at	LAMB4	22798
15993_216623_x_at	TOX3	27324
15994_216624_s_at	MLL	4297
15995_216625_at	NA	NA
15996_216626_at	NA	NA
15997_216627_s_at	B4GALT1	2683
15998_216628_at	NA	NA
15999_216629_at	SRRM2	23524
16000_216630_at	NA	NA
16001_216631_s_at	NA	NA
16002_216632_at	NAV3	89795
16003_216633_s_at	PLCH1	23007
16004_216634_at	PLCH1	23007
16005_216635_at	NA	NA
16006_216636_at	NA	NA
16007_216637_at	NA	NA
16008_216638_s_at	PRLR	5618
16009_216639_at	SRPX2	27286
16010_216640_s_at	PDIA6	10130
16011_216641_s_at	LAD1	3898
16012_216642_at	NA	NA
16013_216643_at	NA	NA
16014_216644_at	NA	NA
16015_216645_at	TCF3	6929
16016_216646_at	DSCC1	79075
16017_216647_at	TCF3	6929
16018_216648_s_at	NA	NA
16019_216649_at	NA	NA
16020_216650_at	NA	NA
16021_216651_s_at	GAD2	2572
16022_216652_s_at	DR1	1810
16023_216653_at	DR1	1810
16024_216654_at	TNXB	7148
16025_216655_s_at	NA	NA
16026_216656_at	NA	NA
16027_216657_at	ATXN3	4287
16028_216658_at	NA	NA
16029_216659_at	LOC1720	1720
16030_216660_at	MYO7B	4648
16031_216661_x_at	NA	NA
16032_216662_at	MYO7B	4648
16033_216663_s_at	ZMYND10	51364
16034_216664_at	NA	NA
16035_216665_s_at	TTTY2	60439
16036_216666_at	LOC93432	93432
16037_216667_at	NA	NA
16038_216668_at	NA	NA
16039_216669_at	NA	NA
16040_216670_at	KLK13	26085
16041_216671_x_at	MUC8	4590
16042_216672_s_at	MYT1L	23040
16043_216673_at	NA	NA
16044_216674_at	HES2	54626
16045_216675_at	NA	NA
16046_216676_x_at	KIR3DL3	115653
16047_216677_at	ZNF154	7710
16048_216678_at	IFT122	55764
16049_216679_at	TIGD1L	414771
16050_216680_s_at	EPHB4	2050
16051_216681_at	ENOX2	10495
16052_216682_s_at	FAM48A	55578
16053_216683_at	NA	NA
16054_216684_s_at	SS18	6760
16055_216685_s_at	MTAP	4507
16056_216686_at	FLJ40330	645784
16057_216687_x_at	UGT2B15	7366
16058_216688_at	LOC728564	728564
16059_216689_x_at	ARHGAP1	392
16060_216690_at	OR7C1	26664
16061_216691_at	NA	NA
16062_216692_at	NA	NA
16063_216693_x_at	HDGFRP3	50810
16064_216694_at	NA	NA
16065_216695_s_at	TNKS	8658
16066_216696_s_at	PRODH2	58510
16067_216697_at	TRIO	7204
16068_216698_x_at	NA	NA
16069_216699_s_at	KLK1	3816
16070_216700_at	TRIO	7204
16071_216701_at	C1orf68	100129271
16072_216702_x_at	NA	NA
16073_216703_at	NA	NA
16074_216704_at	NA	NA
16075_216705_s_at	ADA	100
16076_216706_x_at	NA	NA
16077_216707_at	NA	NA
16078_216708_x_at	NA	NA
16079_216709_at	NA	NA
16080_216710_x_at	ZNF287	57336
16081_216711_s_at	TAF1	6872
16082_216712_at	NA	NA
16083_216713_at	KRIT1	889
16084_216714_at	CCL13	6357
16085_216715_at	NA	NA
16086_216716_at	ABO	28
16087_216717_at	FAM48A	55578
16088_216718_at	C1orf46	388699
16089_216719_s_at	RAB11FIP4	84440
16090_216720_at	NA	NA
16091_216721_at	NA	NA
16092_216722_at	VENTXP1	139538
16093_216723_at	NA	NA
16094_216724_at	DCLK2	166614
16095_216725_at	DCLK2	166614
16096_216726_at	VENTXP1	139538
16097_216727_at	STK38	11329
16098_216728_at	NA	NA
16099_216729_at	LOC100133321	100133321
16100_216730_at	NA	NA
16101_216731_s_at	NA	NA
16102_216732_at	NA	NA
16103_216733_s_at	GATM	2628
16104_216734_s_at	CXCR5	643
16105_216735_x_at	NA	NA
16106_216736_at	TM6SF2	53345
16107_216737_at	NA	NA
16108_216738_at	NA	NA
16109_216739_at	NA	NA
16110_216740_at	NA	NA
16111_216741_at	NA	NA
16112_216742_at	NA	NA
16113_216743_at	NA	NA
16114_216744_at	NA	NA
16115_216745_x_at	NA	NA
16116_216746_at	NA	NA
16117_216747_at	APBB2	323
16118_216748_at	PYHIN1	149628
16119_216749_at	NA	NA
16120_216750_at	APBB2	323
16121_216751_at	NA	NA
16122_216752_at	PIK3R4	30849
16123_216753_at	NA	NA
16124_216754_at	LOC100133321	100133321
16125_216755_at	OSBPL10	114884
16126_216756_at	NA	NA
16127_216757_at	NA	NA
16128_216758_at	NA	NA
16129_216759_at	HRASLS2	54979
16130_216760_at	HRASLS2	54979
16131_216761_at	NA	NA
16132_216762_at	KANK1	23189
16133_216763_at	KANK1	23189
16134_216764_at	NA	NA
16135_216765_at	MAP2K5	5607
16136_216766_at	NA	NA
16137_216767_at	NA	NA
16138_216768_x_at	TTC38	55020
16139_216769_x_at	NA	NA
16140_216770_at	NA	NA
16141_216771_at	NA	NA
16142_216772_at	NA	NA
16143_216773_at	NA	NA
16144_216774_at	NA	NA
16145_216775_at	USP53	54532
16146_216776_at	NA	NA
16147_216777_at	NA	NA
16148_216778_s_at	CYLC1	1538
16149_216779_at	CYLC1	1538
16150_216780_at	NA	NA
16151_216781_at	KIAA1751	85452
16152_216782_at	NA	NA
16153_216783_at	NA	NA
16154_216784_at	NA	NA
16155_216785_at	NA	NA
16156_216786_at	NCRNA00230A	401630
16157_216787_at	NA	NA
16158_216788_at	NA	NA
16159_216789_at	NA	NA
16160_216790_at	NA	NA
16161_216791_at	TMEM92	162461
16162_216792_at	NA	NA
16163_216793_x_at	NA	NA
16164_216794_at	NA	NA
16165_216795_at	NA	NA
16166_216796_s_at	NA	NA
16167_216797_at	NA	NA
16168_216798_at	RNH1	6050
16169_216799_at	NA	NA
16170_216800_at	NA	NA
16171_216801_at	CROCC	9696
16172_216802_at	NA	NA
16173_216803_at	PDLIM5	10611
16174_216804_s_at	PDLIM5	10611
16175_216805_at	NA	NA
16176_216806_at	NA	NA
16177_216807_at	KIAA1751	85452
16178_216808_at	NA	NA
16179_216809_at	CYLC1	1538
16180_216810_at	KRTAP4-7	100132476
16181_216811_at	NA	NA
16182_216812_at	NA	NA
16183_216813_at	NA	NA
16184_216814_at	NA	NA
16185_216815_at	NA	NA
16186_216816_at	NA	NA
16187_216817_s_at	OR2H1	26716
16188_216818_s_at	OR2J2	26707
16189_216819_at	NA	NA
16190_216820_at	NA	NA
16191_216821_at	NA	NA
16192_216822_x_at	NA	NA
16193_216823_at	RPS3A	6189
16194_216824_at	NA	NA
16195_216825_s_at	MPL	4352
16196_216826_at	NA	NA
16197_216827_at	NA	NA
16198_216828_at	NA	NA
16199_216829_at	NA	NA
16200_216830_at	NA	NA
16201_216831_s_at	RUNX1T1	862
16202_216832_at	RUNX1T1	862
16203_216833_x_at	NA	NA
16204_216834_at	RGS1	5996
16205_216835_s_at	DOK1	1796
16206_216836_s_at	ERBB2	2064
16207_216837_at	EPHA5	2044
16208_216838_at	LOC92249	92249
16209_216839_at	LAMA2	3908
16210_216840_s_at	LAMA2	3908
16211_216841_s_at	SOD2	6648
16212_216842_x_at	NA	NA
16213_216843_x_at	PMS2L1	5379
16214_216844_at	ZC3H7B	23264
16215_216845_x_at	MLL2	8085
16216_216846_at	NA	NA
16217_216847_at	NA	NA
16218_216848_at	NA	NA
16219_216849_at	NA	NA
16220_216850_at	SNRPN	6638
16221_216851_at	NA	NA
16222_216852_x_at	IGL@	3535
16223_216853_x_at	NA	NA
16224_216854_at	GDF11	10220
16225_216855_s_at	HNRNPU	3192
16226_216856_s_at	DLEU2	8847
16227_216857_at	NA	NA
16228_216858_x_at	NA	NA
16229_216859_x_at	NA	NA
16230_216860_s_at	GDF11	10220
16231_216861_at	NA	NA
16232_216862_s_at	MTCP1NB	100272147
16233_216863_s_at	MORC2	22880
16234_216864_at	NA	NA
16235_216865_at	COL14A1	7373
16236_216866_s_at	COL14A1	7373
16237_216867_s_at	PDGFA	5154
16238_216868_s_at	LOC100129656	100129656
16239_216869_at	PDE1C	5137
16240_216870_x_at	DLEU2	8847
16241_216871_at	ZDHHC17	23390
16242_216872_at	HR44	27251
16243_216873_s_at	ATP8B2	57198
16244_216874_at	DKFZp686O1327	401014
16245_216875_x_at	HAB1	55547
16246_216876_s_at	IL17A	3605
16247_216877_at	DKFZp686O1327	401014
16248_216878_x_at	HAB1	55547
16249_216879_at	HR44	27251
16250_216880_at	RAD51L1	5890
16251_216881_x_at	PRB4	5545
16252_216882_s_at	NEBL	10529
16253_216883_x_at	PDE6D	5147
16254_216884_at	PTPN12	5782
16255_216885_s_at	DCAF8	50717
16256_216886_at	CHRNA4	1137
16257_216887_s_at	LDB3	11155
16258_216888_at	LDB3	11155
16259_216889_s_at	HNF4A	3172
16260_216890_at	NA	NA
16261_216891_at	NA	NA
16262_216892_at	IGHG1	3500
16263_216893_s_at	COL4A3	1285
16264_216894_x_at	CDKN1C	1028
16265_216895_at	GABRG3	2567
16266_216896_at	COL4A3	1285
16267_216897_s_at	FAM76A	199870
16268_216898_s_at	COL4A3	1285
16269_216899_s_at	SKAP2	8935
16270_216900_s_at	CHRNA4	1137
16271_216901_s_at	IKZF1	10320
16272_216902_s_at	NA	NA
16273_216903_s_at	CBARA1	10367
16274_216904_at	COL6A1	1291
16275_216905_s_at	ST14	6768
16276_216906_at	ST14	6768
16277_216907_x_at	NA	NA
16278_216908_x_at	RRN3P1	730092
16279_216909_at	RRP12	23223
16280_216910_at	XPNPEP2	7512
16281_216911_s_at	HIC2	23119
16282_216912_at	ARHGEF4	50649
16283_216913_s_at	RRP12	23223
